80.22231,13.07426,10.00000
80.21890,13.07747,10.00000
80.22035,13.07522,10.00000
80.22350,13.07355,10.00000
80.22257,13.07643,10.00000
80.21546,13.07757,10.00000
80.22028,13.07667,10.00000
80.21752,13.07726,10.00000
80.21764,13.07491,10.00000
80.21893,13.07559,10.00000
80.21826,13.07482,10.00000
80.22154,13.07560,10.00000
80.21980,13.07447,10.00000
80.21820,13.07218,10.00000
80.21901,13.07694,10.00000
80.21873,13.07550,10.00000
80.22164,13.07242,10.00000
80.21739,13.07766,10.00000
80.21868,13.07423,10.00000
80.21576,13.07663,10.00000
80.21152,13.07832,10.00000
80.21953,13.07682,10.00000
80.22006,13.07935,10.00000
80.21604,13.07341,10.00000
80.22357,13.07751,10.00000
80.21426,13.07479,10.00000
80.21801,13.07432,10.00000
80.21743,13.07505,10.00000
80.22173,13.07572,10.00000
80.22157,13.07664,10.00000
80.21829,13.07359,10.00000
80.21885,13.07875,10.00000
80.21568,13.07766,10.00000
80.21295,13.07266,10.00000
80.21703,13.08022,10.00000
80.21829,13.08124,10.00000
80.22098,13.07945,10.00000
80.22091,13.07605,10.00000
80.21693,13.07382,10.00000
80.21714,13.07914,10.00000
80.21528,13.07549,10.00000
80.21435,13.07956,10.00000
80.21363,13.07702,10.00000
80.22278,13.07894,10.00000
80.21663,13.07739,10.00000
80.21680,13.07827,10.00000
80.21477,13.07653,10.00000
80.21984,13.08096,10.00000
80.21387,13.07682,10.00000
80.21737,13.07750,10.00000
80.28714,13.10013,7.00000
80.28378,13.10154,7.00000
80.28391,13.10254,7.00000
80.28309,13.10361,7.00000
80.28600,13.10277,7.00000
80.28125,13.09927,7.00000
80.28732,13.10184,7.00000
80.28356,13.10354,7.00000
80.28518,13.10265,7.00000
80.28433,13.10344,7.00000
80.28689,13.10197,7.00000
80.28161,13.10200,7.00000
80.28422,13.10258,7.00000
80.28412,13.10292,7.00000
80.28640,13.10260,7.00000
80.28305,13.10248,7.00000
80.28444,13.10129,7.00000
80.28338,13.10287,7.00000
80.28476,13.10248,7.00000
80.28557,13.10399,7.00000
80.28305,13.10410,7.00000
80.28642,13.10258,7.00000
80.28605,13.10174,7.00000
80.28545,13.10134,7.00000
80.28605,13.10294,7.00000
80.28367,13.10242,7.00000
80.28452,13.10178,7.00000
80.28330,13.10237,7.00000
80.28430,13.10137,7.00000
80.28550,13.10335,7.00000
80.28366,13.10163,7.00000
80.28410,13.10414,7.00000
80.28367,13.10291,7.00000
80.28343,13.10319,7.00000
80.28369,13.10066,7.00000
80.28468,13.10255,7.00000
80.28302,13.10341,7.00000
80.28505,13.10087,7.00000
80.28719,13.10190,7.00000
80.28581,13.10235,7.00000
80.28441,13.10024,7.00000
80.28337,13.10277,7.00000
80.28358,13.10357,7.00000
80.28724,13.10101,7.00000
80.28478,13.10283,7.00000
80.28374,13.10033,7.00000
80.28499,13.10224,7.00000
80.28785,13.09988,7.00000
80.28488,13.10398,7.00000
80.28563,13.10291,7.00000
80.28515,13.10226,7.00000
80.28417,13.10114,7.00000
80.28299,13.10421,7.00000
80.28418,13.10525,7.00000
80.28439,13.09951,7.00000
80.28558,13.10415,7.00000
80.28596,13.10474,7.00000
80.28610,13.10281,7.00000
80.28513,13.10050,7.00000
80.28603,13.10360,7.00000
80.28357,13.10203,7.00000
80.28658,13.10139,7.00000
80.28547,13.10045,7.00000
80.28425,13.10313,7.00000
80.28543,13.10349,7.00000
80.28459,13.10136,7.00000
80.28640,13.10308,7.00000
80.28698,13.10058,7.00000
80.28798,13.10350,7.00000
80.28261,13.10237,7.00000
80.24558,13.09456,8.00000
80.24685,13.09520,8.00000
80.23957,13.09394,8.00000
80.25278,13.09814,8.00000
80.24077,13.08714,8.00000
80.24410,13.09686,8.00000
80.24880,13.09455,8.00000
80.24268,13.09246,8.00000
80.24334,13.09733,8.00000
80.24386,13.08502,8.00000
80.24897,13.09729,8.00000
80.25507,13.09457,8.00000
80.24719,13.08926,8.00000
80.24313,13.09474,8.00000
80.24893,13.09216,8.00000
80.24496,13.10227,8.00000
80.24698,13.09964,8.00000
80.25116,13.09476,8.00000
80.24443,13.09070,8.00000
80.24707,13.09118,8.00000
80.24397,13.09208,8.00000
80.24650,13.09126,8.00000
80.24794,13.09006,8.00000
80.24358,13.09115,8.00000
80.24586,13.09225,8.00000
80.24622,13.09141,8.00000
80.24481,13.09078,8.00000
80.24289,13.08997,8.00000
80.24207,13.10215,8.00000
80.24651,13.08806,8.00000
80.24610,13.08965,8.00000
80.25485,13.09473,8.00000
80.23852,13.09209,8.00000
80.24744,13.09470,8.00000
80.24834,13.09602,8.00000
80.25180,13.09764,8.00000
80.24880,13.09585,8.00000
80.24409,13.08974,8.00000
80.24704,13.09710,8.00000
80.24894,13.08704,8.00000
80.24595,13.09282,8.00000
80.24974,13.09148,8.00000
80.24050,13.08951,8.00000
80.25310,13.09529,8.00000
80.25218,13.09258,8.00000
80.24587,13.09679,8.00000
80.24918,13.08803,8.00000
80.24721,13.09618,8.00000
80.24414,13.09496,8.00000
80.24735,13.09366,8.00000
80.25054,13.08826,8.00000
80.24571,13.09234,8.00000
80.24573,13.08781,8.00000
80.24678,13.08593,8.00000
80.24856,13.10470,8.00000
80.25152,13.09662,8.00000
80.24482,13.09950,8.00000
80.24882,13.09172,8.00000
80.24780,13.09566,8.00000
80.24054,13.09566,8.00000
80.24558,13.09533,8.00000
80.24658,13.09323,8.00000
80.24690,13.09242,8.00000
80.24818,13.08598,8.00000
80.23990,13.09536,8.00000
80.24720,13.09470,8.00000
80.24467,13.09713,8.00000
80.24200,13.09226,8.00000
80.24888,13.09932,8.00000
80.24962,13.09165,8.00000
80.24476,13.08883,8.00000
80.24999,13.09650,8.00000
80.24571,13.09158,8.00000
80.24728,13.08883,8.00000
80.24320,13.09366,8.00000
80.25259,13.09587,8.00000
80.23773,13.09407,8.00000
80.24672,13.09496,8.00000
80.24948,13.10760,8.00000
80.23993,13.09609,8.00000
80.24638,13.09858,8.00000
80.24677,13.08627,8.00000
80.24993,13.09450,8.00000
80.25141,13.09593,8.00000
80.24563,13.09195,8.00000
80.24220,13.09016,8.00000
80.25183,13.09461,8.00000
80.25131,13.09212,8.00000
80.24543,13.09114,8.00000
80.24827,13.09724,8.00000
80.20185,13.05628,6.00000
80.19576,13.05775,6.00000
80.19423,13.05673,6.00000
80.18541,13.06186,6.00000
80.19255,13.05550,6.00000
80.19220,13.06079,6.00000
80.19343,13.06243,6.00000
80.19098,13.06079,6.00000
80.19360,13.05485,6.00000
80.19165,13.06465,6.00000
